WaveLength	Dark	Reference	Samples	Energy	IrrCali	StrayLight
411.654	100.516	134.595	131.148	0.174234309555468		
412.011	102.721	123.915	120.298	0.102257104775991		
412.367	104.925	122.898	116.907	0.0681336924859908		
412.723	106.112	118.829	117.077	0.0627993223246797		
413.080	108.486	122.559	108.938	0.0026074774164227		
413.436	106.790	124.763	114.195	0.0421501200221996		
413.792	98.481	125.610	118.433	0.111884839987633		
414.149	99.329	112.047	114.703	0.0844247873268646		
414.505	91.358	106.960	112.160	0.112587912860856		
414.861	86.100	106.621	121.485	0.192768634814933		
415.217	85.761	106.451	115.890	0.161635397045816		
415.574	93.732	107.299	117.077	0.12445640138599		
